ID,Result,Timestamp
139,B,2025-07-09T14:25:32.974025
140,S,2025-07-09T14:25:34.754895
141,S,2025-07-09T14:25:36.928216
142,B,2025-07-09T14:25:38.220380
143,S,2025-07-09T14:25:39.937966
144,B,2025-07-09T14:25:41.247243
145,B,2025-07-09T14:25:42.726665
146,S,2025-07-09T14:25:44.896657
147,S,2025-07-09T14:25:46.593576
148,S,2025-07-09T14:25:48.049123
149,S,2025-07-09T14:25:49.427772
150,B,2025-07-09T14:25:50.908323
151,B,2025-07-09T14:25:52.525162
152,S,2025-07-09T14:25:54.542944
153,S,2025-07-09T14:25:56.078598
154,B,2025-07-09T14:25:57.393377
155,S,2025-07-09T14:25:59.462164
156,S,2025-07-09T14:26:01.025679
157,S,2025-07-09T14:26:02.541923
158,B,2025-07-09T14:26:04.159747
159,S,2025-07-09T14:26:06.145190
160,S,2025-07-09T14:26:07.883048
161,S,2025-07-09T14:26:09.410127
162,B,2025-07-09T14:26:10.775760
163,B,2025-07-09T14:26:12.437150
164,S,2025-07-09T14:26:14.766063
165,B,2025-07-09T14:26:16.115496
166,S,2025-07-09T14:26:18.128270
167,S,2025-07-09T14:26:20.260841
168,B,2025-07-09T14:26:21.840674
169,S,2025-07-09T14:26:23.483360
170,S,2025-07-09T14:26:25.091973
171,S,2025-07-09T14:26:26.538391
172,S,2025-07-09T14:26:28.119322
173,B,2025-07-09T14:26:30.485893
174,S,2025-07-09T14:26:32.328877
175,B,2025-07-09T14:26:33.634219
176,S,2025-07-09T14:26:35.385348
177,S,2025-07-09T14:26:36.934618
178,S,2025-07-09T14:26:38.478193
179,S,2025-07-09T14:26:39.901935
180,S,2025-07-09T14:26:41.627091
181,S,2025-07-09T14:26:43.451369
182,S,2025-07-09T14:26:45.171954
183,S,2025-07-09T14:26:47.045913
184,B,2025-07-09T14:26:48.959983
185,B,2025-07-09T14:26:50.513954
186,S,2025-07-09T14:26:52.465735
187,B,2025-07-09T14:26:54.206682
188,B,2025-07-09T14:26:55.563070
189,B,2025-07-09T14:26:57.523971
190,S,2025-07-09T14:27:00.380684
191,S,2025-07-09T14:27:02.718599
192,S,2025-07-09T14:27:06.056535
193,S,2025-07-09T14:27:08.248215
194,S,2025-07-09T14:27:11.301487
195,S,2025-07-09T14:27:22.994845
196,S,2025-07-09T14:27:28.253525
197,B,2025-07-09T14:27:32.860171
198,B,2025-07-09T14:27:38.902644
199,S,2025-07-09T14:27:49.047140
