ID,Result,Timestamp
71,B,2025-07-09T13:51:58.271718
72,S,2025-07-09T13:52:05.425808
73,B,2025-07-09T13:52:08.748730
74,B,2025-07-09T13:52:12.231944
75,B,2025-07-09T13:52:18.044596
76,B,2025-07-09T13:52:19.727480
77,B,2025-07-09T13:52:21.354335
78,B,2025-07-09T13:52:23.054374
79,B,2025-07-09T13:52:24.643737
80,B,2025-07-09T13:52:26.159929
81,B,2025-07-09T13:52:27.615636
82,B,2025-07-09T13:52:29.838544
83,B,2025-07-09T13:52:31.449767
84,B,2025-07-09T13:52:33.202294
85,B,2025-07-09T13:52:34.926979
86,B,2025-07-09T13:52:36.503887
87,S,2025-07-09T13:52:38.863459
88,B,2025-07-09T13:52:40.313828
89,S,2025-07-09T13:52:42.411078
90,B,2025-07-09T13:52:43.924749
91,S,2025-07-09T13:52:45.747907
92,B,2025-07-09T13:52:47.480113
93,B,2025-07-09T13:52:49.318826
94,B,2025-07-09T13:52:51.456103
95,S,2025-07-09T13:52:53.274499
96,B,2025-07-09T13:52:54.681075
97,B,2025-07-09T13:52:56.353917
98,B,2025-07-09T13:52:58.015787
99,B,2025-07-09T13:52:59.854993
100,S,2025-07-09T13:53:01.654180
101,B,2025-07-09T13:53:03.886064
102,B,2025-07-09T13:53:06.020704
103,S,2025-07-09T13:53:08.212527
104,B,2025-07-09T13:53:09.864756
105,B,2025-07-09T13:53:12.144750
106,S,2025-07-09T13:53:13.895519
107,B,2025-07-09T13:53:15.770442
108,B,2025-07-09T13:53:17.984318
109,B,2025-07-09T13:53:20.345651
110,S,2025-07-09T13:53:22.939059
111,S,2025-07-09T13:53:24.850635
112,B,2025-07-09T13:53:26.817577
113,B,2025-07-09T13:53:29.351093
114,B,2025-07-09T13:53:30.932712
115,B,2025-07-09T13:53:32.576825
116,B,2025-07-09T13:53:35.717952
117,S,2025-07-09T13:53:37.431000
118,B,2025-07-09T13:53:39.175295
119,B,2025-07-09T13:53:40.775813
120,B,2025-07-09T13:53:42.626889
121,B,2025-07-09T13:53:44.548244
122,B,2025-07-09T13:53:48.865194
123,B,2025-07-09T13:53:50.850247
124,S,2025-07-09T13:53:54.993453
125,B,2025-07-09T13:53:56.787825
126,B,2025-07-09T13:53:58.307686
127,S,2025-07-09T13:54:00.255797
128,S,2025-07-09T13:54:01.662646
129,B,2025-07-09T13:54:03.192071
130,B,2025-07-09T13:54:04.581566
131,B,2025-07-09T13:54:06.432002
132,B,2025-07-09T13:54:08.226327
133,B,2025-07-09T13:54:10.069108
134,B,2025-07-09T13:54:11.693884
135,B,2025-07-09T13:54:13.379915
136,S,2025-07-09T13:54:15.820866
137,B,2025-07-09T13:54:23.944730
138,B,2025-07-09T13:54:24.897990
139,B,2025-07-09T13:54:28.208910
140,B,2025-07-09T13:54:29.961772
141,B,2025-07-09T13:54:31.711603
142,B,2025-07-09T13:54:33.102485
143,B,2025-07-09T13:54:34.715324
144,B,2025-07-09T13:54:36.550531
145,B,2025-07-09T13:54:38.404010
146,B,2025-07-09T13:54:40.019186
147,B,2025-07-09T13:54:41.920867
148,B,2025-07-09T13:54:43.788965
149,B,2025-07-09T13:54:45.635607
150,B,2025-07-09T13:54:47.608140
151,B,2025-07-09T13:54:49.724109
152,B,2025-07-09T13:54:51.941307
153,S,2025-07-09T13:54:53.977801
154,B,2025-07-09T13:55:03.457098
155,B,2025-07-09T13:55:05.267679
156,B,2025-07-09T13:55:06.990758
157,S,2025-07-09T13:55:08.939028
158,B,2025-07-09T13:55:10.410094
159,B,2025-07-09T13:55:12.029919
160,B,2025-07-09T13:55:13.745922
161,B,2025-07-09T13:55:15.590479
162,S,2025-07-09T13:55:18.087959
163,B,2025-07-09T13:55:20.492994
164,B,2025-07-09T13:55:22.420255
165,S,2025-07-09T13:55:24.525799
166,S,2025-07-09T13:55:26.499790
167,B,2025-07-09T13:55:30.831932
168,B,2025-07-09T13:55:33.939459
169,B,2025-07-09T13:55:35.549671
170,S,2025-07-09T13:55:38.146315
171,B,2025-07-09T13:55:44.019218
172,B,2025-07-09T13:55:45.968435
173,B,2025-07-09T13:55:47.712947
174,B,2025-07-09T13:55:49.562459
175,S,2025-07-09T13:55:51.516831
176,B,2025-07-09T13:55:54.833909
177,B,2025-07-09T13:55:56.544194
178,B,2025-07-09T13:55:58.614947
179,S,2025-07-09T13:56:00.583528
180,B,2025-07-09T13:56:03.034985
181,S,2025-07-09T13:56:05.523049
182,B,2025-07-09T13:56:08.271035
183,B,2025-07-09T13:56:10.484372
184,B,2025-07-09T13:56:12.324236
185,B,2025-07-09T13:56:14.132255
186,S,2025-07-09T13:56:16.111230
187,B,2025-07-09T13:56:23.579379
188,B,2025-07-09T13:56:27.391678
189,B,2025-07-09T13:56:29.421293
190,S,2025-07-09T13:56:31.768177
191,S,2025-07-09T13:56:42.124305
192,B,2025-07-09T13:56:56.133725
193,S,2025-07-09T13:57:07.275397
194,B,2025-07-09T13:57:12.241552
195,B,2025-07-09T13:57:18.613771
196,B,2025-07-09T13:57:23.157111
197,B,2025-07-09T13:57:25.237203
198,B,2025-07-09T13:57:27.233277
199,B,2025-07-09T13:57:32.135791
