ID,Result,Timestamp
0,B,2025-07-09T12:57:14.563486
1,B,2025-07-09T12:57:17.692659
2,B,2025-07-09T12:57:20.435159
3,B,2025-07-09T12:57:23.084982
4,B,2025-07-09T12:57:25.387108
5,S,2025-07-09T12:57:28.038301
6,B,2025-07-09T12:57:37.618652
7,B,2025-07-09T12:57:40.423492
8,B,2025-07-09T12:57:42.876568
9,B,2025-07-09T12:57:45.412602
10,B,2025-07-09T12:57:47.726844
11,B,2025-07-09T12:57:49.655713
12,B,2025-07-09T12:57:52.521744
13,B,2025-07-09T12:57:56.160148
14,B,2025-07-09T12:57:58.594953
15,B,2025-07-09T12:58:01.086304
16,B,2025-07-09T12:58:03.622872
17,B,2025-07-09T12:58:06.073921
18,B,2025-07-09T12:58:08.452365
19,B,2025-07-09T12:58:11.135780
20,B,2025-07-09T12:58:13.361498
21,B,2025-07-09T12:58:17.344773
22,B,2025-07-09T12:58:19.031002
23,B,2025-07-09T12:58:21.964610
24,B,2025-07-09T12:58:24.231882
25,B,2025-07-09T12:58:26.450942
26,B,2025-07-09T12:58:29.071517
27,B,2025-07-09T12:58:30.531935
28,B,2025-07-09T12:58:34.840631
29,B,2025-07-09T12:58:37.346337
30,B,2025-07-09T12:58:40.033966
31,B,2025-07-09T12:58:42.808499
32,B,2025-07-09T12:58:44.888812
33,B,2025-07-09T12:58:47.665954
34,B,2025-07-09T12:58:50.002139
35,B,2025-07-09T12:58:52.437498
36,S,2025-07-09T12:58:56.317109
37,B,2025-07-09T12:58:59.241326
38,B,2025-07-09T12:59:01.684430
39,B,2025-07-09T12:59:03.983711
40,B,2025-07-09T12:59:06.782456
41,B,2025-07-09T12:59:09.761755
42,B,2025-07-09T12:59:12.692130
43,B,2025-07-09T12:59:13.504614
44,S,2025-07-09T12:59:19.259017
45,B,2025-07-09T12:59:25.602103
46,B,2025-07-09T12:59:28.064685
47,S,2025-07-09T12:59:30.833062
48,B,2025-07-09T12:59:34.110028
49,B,2025-07-09T12:59:36.185386
50,B,2025-07-09T12:59:38.773640
51,B,2025-07-09T12:59:42.695051
52,B,2025-07-09T12:59:42.854957
53,S,2025-07-09T12:59:53.315128
54,B,2025-07-09T12:59:56.038927
55,B,2025-07-09T12:59:58.323505
56,B,2025-07-09T13:00:00.357873
57,B,2025-07-09T13:00:02.185383
58,B,2025-07-09T13:00:04.271956
59,B,2025-07-09T13:00:05.932524
60,B,2025-07-09T13:00:07.610475
61,B,2025-07-09T13:00:09.981980
62,B,2025-07-09T13:00:12.402867
63,B,2025-07-09T13:00:15.044102
64,B,2025-07-09T13:00:16.865994
65,B,2025-07-09T13:00:19.417412
66,B,2025-07-09T13:00:21.347973
67,B,2025-07-09T13:00:23.089481
68,B,2025-07-09T13:00:26.622082
69,B,2025-07-09T13:00:28.620922
70,B,2025-07-09T13:00:31.760847
71,B,2025-07-09T13:00:34.585936
72,B,2025-07-09T13:00:36.804078
73,B,2025-07-09T13:00:39.225978
74,B,2025-07-09T13:00:40.956905
75,B,2025-07-09T13:00:43.009711
76,B,2025-07-09T13:00:44.857736
77,S,2025-07-09T13:00:48.833613
78,B,2025-07-09T13:00:50.068141
79,B,2025-07-09T13:00:53.357839
80,B,2025-07-09T13:00:55.063160
81,B,2025-07-09T13:00:57.015985
82,B,2025-07-09T13:00:59.102753
83,B,2025-07-09T13:01:01.272925
84,B,2025-07-09T13:01:03.403114
85,B,2025-07-09T13:01:05.738537
86,B,2025-07-09T13:01:07.765367
87,B,2025-07-09T13:01:09.632385
88,B,2025-07-09T13:01:11.775216
89,B,2025-07-09T13:01:14.253894
90,B,2025-07-09T13:01:16.502828
91,B,2025-07-09T13:01:18.430472
92,B,2025-07-09T13:01:20.282090
93,B,2025-07-09T13:01:22.819742
94,B,2025-07-09T13:01:25.042295
